;displaystopid;fullname;fullnamelocalized;lastupdated;latitude;longitude;operators;shortname;shortnamelocalized;stopid
1933;2337;Greenhills Rd;;19/06/2017 08:36;53.30598694;-6.348506111;[{'name': 'bac', 'routes': ['77A', '27']}];Greenhills Rd;Br na nGlaschnoc;2337
1934;2338;Snugborough Road;;19/06/2017 08:36;53.39308194;-6.377971944;[{'name': 'bac', 'routes': ['220', '236', '238', '17A', '38', '38B', '38A']}];Snugborough Road;Bóthar Snugborough;2338
1935;2339;Greenhills Rd;;19/06/2017 08:36;53.30256889;-6.351493889;[{'name': 'bac', 'routes': ['27', '77A']}];Greenhills Rd;Br na nGlaschnoc;2339
1936;2340;Greenhills Rd;;19/06/2017 08:36;53.30063111;-6.353091111;[{'name': 'bac', 'routes': ['27']}];Greenhills Rd;Br na nGlaschnoc;2340
1937;2345;Belgard Road;;19/06/2017 08:36;53.29366694;-6.369011111;[{'name': 'bac', 'routes': ['76', '76A']}];Belgard Road;Bóthar Belgard;2345
1938;2346;Belgard Road;;19/06/2017 08:36;53.29007194;-6.367956944;[{'name': 'bac', 'routes': ['77A', '65', '27']}];Belgard Road;Bóthar Belgard;2346
1939;2349;Old Blessington Rd;;19/06/2017 08:36;53.28502694;-6.378526944;[{'name': 'bac', 'routes': ['27', '65', '56A', '54A', '77A']}];Old Blessington Rd;Snbr Bhaile Coimín;2349
1940;2351;Blessington Rd;;19/06/2017 08:36;53.28319611;-6.384511944;[{'name': 'bac', 'routes': ['77A', '54A', '56A', '65', '27']}];Blessington Rd;Br Bhaile Coimín;2351
1941;2352;Blessington Rd;;19/06/2017 08:36;53.27753389;-6.397391944;[{'name': 'bac', 'routes': ['65', '65B', '77A']}];Blessington Rd;Br Bhaile Coimín;2352
1942;2353;Fortunestown Rd;;19/06/2017 08:36;53.27914889;-6.401745;[{'name': 'bac', 'routes': ['49', '27']}];Fortunestown Rd;Br. Bhaile Uí Fhoir;2353
1943;2355;Fortunestown Rd;;19/06/2017 08:36;53.27926694;-6.401998056;[{'name': 'bac', 'routes': ['27']}];Fortunestown Rd;Br. Bhaile Uí Fhoir;2355
1944;2357;Blessington Rd;;19/06/2017 08:36;53.27796611;-6.396743056;[{'name': 'bac', 'routes': ['65B', '65', '77X', '77A']}];Blessington Rd;Br Bhaile Coimín;2357
1945;2358;Blessington Rd;;19/06/2017 08:36;53.2807;-6.389596111;[{'name': 'bac', 'routes': ['65']}];Blessington Rd;Br Bhaile Coimín;2358
1946;2359;Blessington Rd;;19/06/2017 08:36;53.28360111;-6.384343889;[{'name': 'bac', 'routes': ['65', '56A', '54A', '49', '27', '77A']}];Blessington Rd;Br Bhaile Coimín;2359
1947;2360;Old Blessington Rd;;19/06/2017 08:36;53.28469611;-6.379651944;[{'name': 'bac', 'routes': ['77A', '27', '54A', '56A', '65']}];Old Blessington Rd;Snbr Bhaile Coimín;2360
1948;2363;Belgard Road;;19/06/2017 08:36;53.28976306;-6.368263889;[{'name': 'bac', 'routes': ['76', '76A']}];Belgard Road;Seanbhóthar Belgard;2363
1949;2364;Belgard Road;;19/06/2017 08:36;53.293635;-6.36929;[{'name': 'bac', 'routes': ['76A', '76']}];Belgard Road;Bóthar Belgard;2364
1950;2369;Greenhills Rd;;19/06/2017 08:36;53.29857806;-6.354136111;[{'name': 'bac', 'routes': ['27']}];Greenhills Rd;Br na nGlaschnoc;2369
1951;2370;Greenhills Rd;;19/06/2017 08:36;53.30086694;-6.353008889;[{'name': 'bac', 'routes': ['27']}];Greenhills Rd;Br na nGlaschnoc;2370
1952;2371;Greenhills Rd;;19/06/2017 08:36;53.30339694;-6.351328889;[{'name': 'bac', 'routes': ['27', '77X', '77A']}];Greenhills Rd;Br na nGlaschnoc;2371
1953;2372;Greenhills Rd;;19/06/2017 08:36;53.30725194;-6.347725;[{'name': 'bac', 'routes': ['77A', '77X', '27']}];Greenhills Rd;Br na nGlaschnoc;2372
1954;2373;Greenhills Rd;;19/06/2017 08:36;53.31071194;-6.344736111;[{'name': 'bac', 'routes': ['27', '77X', '77A']}];Greenhills Rd;Br na nGlaschnoc;2373
1955;2374;Deansrath;;19/06/2017 08:36;53.32152;-6.42277;[{'name': 'bac', 'routes': ['13']}];Deansrath;Ráth an Deagánaigh;2374
1956;2377;Greenhills Rd;;19/06/2017 08:36;53.31604694;-6.334133889;[{'name': 'bac', 'routes': ['27', '77A']}];Greenhills Rd;Br na nGlaschnoc;2377
1957;2378;Walkinstown Rd;;19/06/2017 08:36;53.318125;-6.332681944;[{'name': 'bac', 'routes': ['77A', '27']}];Walkinstown Rd;Br Bhaile Bhailcín;2378
1958;2379;Cork Street;;19/06/2017 08:36;53.33783611;-6.284633056;[{'name': 'bac', 'routes': ['27', '151', '77X', '56A', '77A']}];Cork Street;Sráid Chorcaí;2379
1959;2380;Cork Street;;19/06/2017 08:36;53.33850889;-6.280158056;[{'name': 'bac', 'routes': ['77A', '56A', '77X', '151', '27']}];Cork Street;Sráid Chorcaí;2380
1960;2382;St. Luke's Avenue;;19/06/2017 08:36;53.33886111;-6.278378889;[{'name': 'bac', 'routes': ['27', '151', '77X', '56A', '77A']}];St. Luke's Avenue;Ascaill Lúcáis;2382
1961;2383;Patrick Street;;19/06/2017 08:36;53.33945194;-6.272653889;[{'name': 'bac', 'routes': ['77A', '56A', '54A', '77X', '49', '151', '150', '27']}];Patrick Street;Sráid Phádraig;2383
1962;2385;Patrick Street;;19/06/2017 08:36;53.34226389;-6.271996944;[{'name': 'bac', 'routes': ['49', '54A']}];Patrick Street;Sráid Phádraig;2385
1963;2386;New Street South;;19/06/2017 08:36;53.33790306;-6.272318889;[{'name': 'bac', 'routes': ['54A', '49']}];New Street South;An tSráid Nua Theas;2386
1964;2387;New Street South;;19/06/2017 08:36;53.33658306;-6.272813056;[{'name': 'bac', 'routes': ['49', '54A']}];New Street South;An tSráid Nua Theas;2387
1965;2388;Clanbrassil St;;19/06/2017 08:36;53.33446;-6.274378056;[{'name': 'bac', 'routes': ['54A', '49']}];Clanbrassil St;Sr Chlann Bhreasail;2388
1966;2389;Kimmage Rd;;19/06/2017 08:36;53.32492389;-6.279196111;[{'name': 'bac', 'routes': ['54A', '9']}];Kimmage Rd;Bóthar Chamaí;2389
1967;2390;Kimmage Rd;;19/06/2017 08:36;53.32152194;-6.283975;[{'name': 'bac', 'routes': ['9', '54A']}];Kimmage Rd;Bóthar Chamaí;2390
1968;2391;Kimmage Rd;;19/06/2017 08:36;53.320195;-6.286413889;[{'name': 'bac', 'routes': ['54A', '9']}];Kimmage Rd;Bóthar Chamaí;2391
1969;2392;Kimmage Rd;;19/06/2017 08:36;53.31888889;-6.291233056;[{'name': 'bac', 'routes': ['9', '54A']}];Kimmage Rd;Bóthar Chamaí;2392
1970;2393;Kimmage Rd;;19/06/2017 08:36;53.31520306;-6.295448056;[{'name': 'bac', 'routes': ['54A', '9']}];Kimmage Rd;Bóthar Chamaí;2393
1971;2394;Kimmage Rd;;19/06/2017 08:36;53.31328;-6.297835;[{'name': 'bac', 'routes': ['9', '54A']}];Kimmage Rd;Bóthar Chamaí;2394
1972;2395;Fortfield Rd;;19/06/2017 08:36;53.31172889;-6.30057;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2395
1973;2396;Fortfield Rd;;19/06/2017 08:36;53.30881694;-6.302158056;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2396
1974;2397;Fortfield Rd;;19/06/2017 08:36;53.30658611;-6.300848056;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2397
1975;2398;Fortfield Rd;;19/06/2017 08:36;53.30523806;-6.29975;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2398
1976;2399;Fortfield Park;;19/06/2017 08:36;53.303525;-6.299506111;[{'name': 'bac', 'routes': ['54A']}];Fortfield Park;Páirc Ghort an Dúin;2399
1977;2400;Fortfield Park;;19/06/2017 08:36;53.30200306;-6.303553889;[{'name': 'bac', 'routes': ['54A']}];Fortfield Park;Páirc Ghort an Dúin;2400
1978;2401;Templeville Rd;;19/06/2017 08:36;53.30182306;-6.306285;[{'name': 'bac', 'routes': ['54A']}];Templeville Rd;Br Bhaile an Teampa;2401
1979;2402;Templeville Rd;;19/06/2017 08:36;53.30325611;-6.311183056;[{'name': 'bac', 'routes': ['54A']}];Templeville Rd;Br Bhaile an Teampa;2402
1980;2403;Templeville Rd;;19/06/2017 08:36;53.30506611;-6.316678056;[{'name': 'bac', 'routes': ['54A']}];Templeville Rd;Br Bhaile an Teampa;2403
1981;2404;Templeville Rd;;19/06/2017 08:36;53.30497389;-6.316068889;[{'name': 'bac', 'routes': ['54A']}];Templeville Rd;Br Bhaile an Teampa;2404
1982;2405;Templeville Rd;;19/06/2017 08:36;53.30340111;-6.311253889;[{'name': 'bac', 'routes': ['54A']}];Templeville Rd;Br Bhaile an Teampa;2405
1983;2406;Fortfield Park;;19/06/2017 08:36;53.30198694;-6.30481;[{'name': 'bac', 'routes': ['54A']}];Fortfield Park;Páirc Ghort an Dúin;2406
1984;2408;Fortfield Rd;;19/06/2017 08:36;53.30399111;-6.299528889;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2408
1985;2409;Fortfield Rd;;19/06/2017 08:36;53.30538806;-6.300036944;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2409
1986;2410;Fortfield Rd;;19/06/2017 08:36;53.30722611;-6.301368889;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2410
1987;2411;Fortfield Rd;;19/06/2017 08:36;53.30916611;-6.302411944;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2411
1988;2412;Fortfield Rd;;19/06/2017 08:36;53.31093389;-6.301805;[{'name': 'bac', 'routes': ['54A']}];Fortfield Rd;Br Ghort an Dúin;2412
1989;2413;Kimmage Road West;;19/06/2017 08:36;53.31292806;-6.30549;[{'name': 'bac', 'routes': ['17', '9']}];Kimmage Road West;Bóthar Chamaí Thiar;2413
1990;2414;Kimmage Road West;;19/06/2017 08:36;53.31406194;-6.310856944;[{'name': 'bac', 'routes': ['9', '17']}];Kimmage Road West;Bóthar Chamaí Thiar;2414
1991;2415;Kimmage Road West;;19/06/2017 08:36;53.31504194;-6.313578889;[{'name': 'bac', 'routes': ['17', '9']}];Kimmage Road West;Bóthar Chamaí Thiar;2415
1992;2416;Cromwellsfort Rd;;19/06/2017 08:36;53.31632611;-6.31778;[{'name': 'bac', 'routes': ['9']}];Cromwellsfort Rd;Br Dhún Chromail;2416
1993;2417;Cromwellsfort Rd;;19/06/2017 08:36;53.31668806;-6.323025;[{'name': 'bac', 'routes': ['9']}];Cromwellsfort Rd;Br Dhún Chromail;2417
1994;2418;Cromwellsfort Rd;;19/06/2017 08:36;53.31699389;-6.327;[{'name': 'bac', 'routes': ['9']}];Cromwellsfort Rd;Br Dhún Chromail;2418
1995;2419;Cromwellsfort Rd;;19/06/2017 08:36;53.31706194;-6.33023;[{'name': 'bac', 'routes': ['9']}];Cromwellsfort Rd;Br Dhún Chromail;2419
1996;2420;Castletymon Court;;19/06/2017 08:36;53.30118611;-6.351268889;[{'name': 'bac', 'routes': ['77A']}];Castletymon Court;Cúirt Chaisleán Thi;2420
1997;2421;Tymon Park Rd;;19/06/2017 08:36;53.29967306;-6.34638;[{'name': 'bac', 'routes': ['77A']}];Tymon Park Rd;Br Pháirc Thigh Mot;2421
1998;2423;Tymon Park Rd;;19/06/2017 08:36;53.29826306;-6.342948889;[{'name': 'bac', 'routes': ['77A']}];Tymon Park Rd;Br Pháirc Thigh Mot;2423
1999;2424;Tymon Park Rd;;19/06/2017 08:36;53.29515111;-6.341225;[{'name': 'bac', 'routes': ['77A']}];Tymon Park Rd;Br Pháirc Thigh Mot;2424
2000;2425;Castletymon Rd;;19/06/2017 08:36;53.29066;-6.3434;[{'name': 'bac', 'routes': ['77A', '77X']}];Castletymon Rd;Br Chaisleán Thigh ;2425
2001;2426;Tymon Park Rd;;19/06/2017 08:36;53.29320694;-6.342831111;[{'name': 'bac', 'routes': ['77X', '77A']}];Tymon Park Rd;Br Pháirc Thigh Mot;2426
2002;2427;Tymon Park Rd;;19/06/2017 08:36;53.29598194;-6.340813056;[{'name': 'bac', 'routes': ['77A', '77X']}];Tymon Park Rd;Br Pháirc Thigh Mot;2427
2003;2428;Tymon Park Rd;;19/06/2017 08:36;53.29833194;-6.343496111;[{'name': 'bac', 'routes': ['77X', '77A']}];Tymon Park Rd;Br Pháirc Thigh Mot;2428
2004;2429;Tymon Park Rd;;19/06/2017 08:36;53.29954611;-6.346403056;[{'name': 'bac', 'routes': ['77A', '77X']}];Tymon Park Rd;Br Pháirc Thigh Mot;2429
2005;2430;Tymon Park Rd;;19/06/2017 08:36;53.30092389;-6.350401944;[{'name': 'bac', 'routes': ['77X', '77A']}];Tymon Park Rd;Br Pháirc Thigh Mot;2430
2006;2431;Cromwellsfort Rd;;19/06/2017 08:36;53.31720194;-6.330688889;[{'name': 'bac', 'routes': ['9']}];Cromwellsfort Rd;Br Dhún Chromail;2431
2007;2432;Cromwellsfort Rd;;19/06/2017 08:36;53.31701;-6.325488889;[{'name': 'bac', 'routes': ['9']}];Cromwellsfort Rd;Br Dhún Chromail;2432
2008;2433;Cromwellsfort Rd;;19/06/2017 08:36;53.31657806;-6.32067;[{'name': 'bac', 'routes': ['9']}];Cromwellsfort Rd;Br Dhún Chromail;2433
2009;2434;Kimmage Road West;;19/06/2017 08:36;53.31601889;-6.316036111;[{'name': 'bac', 'routes': ['9', '17']}];Kimmage Road West;Bóthar Chamaí Thiar;2434
2010;2435;Kimmage Road West;;19/06/2017 08:36;53.31426694;-6.311251944;[{'name': 'bac', 'routes': ['17', '9']}];Kimmage Road West;Bóthar Chamaí Thiar;2435
2011;2436;Kimmage Road West;;19/06/2017 08:36;53.3137;-6.308931944;[{'name': 'bac', 'routes': ['9', '17']}];Kimmage Road West;Bóthar Chamaí Thiar;2436
2012;2437;Kimmage Road West;;19/06/2017 08:36;53.312655;-6.302356944;[{'name': 'bac', 'routes': ['17', '15A', '9']}];Kimmage Road West;Bóthar Chamaí Thiar;2437
2013;2438;Kimmage Rd;;19/06/2017 08:36;53.31248194;-6.299238889;[{'name': 'bac', 'routes': ['9', '54A']}];Kimmage Rd;Bóthar Chamaí;2438
2014;2439;Kimmage Rd;;19/06/2017 08:36;53.31354389;-6.297688889;[{'name': 'bac', 'routes': ['54A', '9']}];Kimmage Rd;Bóthar Chamaí;2439
2015;2440;Kimmage Rd;;19/06/2017 08:36;53.31639389;-6.294313056;[{'name': 'bac', 'routes': ['9', '54A']}];Kimmage Rd;Bóthar Chamaí;2440
2016;2441;Kimmage Rd;;19/06/2017 08:36;53.31906;-6.291156944;[{'name': 'bac', 'routes': ['54A', '9']}];Kimmage Rd;Bóthar Chamaí;2441
2017;2442;Kimmage Rd;;19/06/2017 08:36;53.32044806;-6.286016111;[{'name': 'bac', 'routes': ['9', '54A']}];Kimmage Rd;Bóthar Chamaí;2442
2018;2443;Kimmage Rd;;19/06/2017 08:36;53.32189;-6.283641111;[{'name': 'bac', 'routes': ['54A', '9']}];Kimmage Rd;Bóthar Chamaí;2443
2019;2444;Kimmage Rd;;19/06/2017 08:36;53.324295;-6.279658056;[{'name': 'bac', 'routes': ['9', '54A']}];Kimmage Rd;Bóthar Chamaí;2444
2020;2445;St. James's Road;;19/06/2017 08:36;53.30811611;-6.339776111;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2445
2021;2446;St. James's Road;;19/06/2017 08:36;53.30834611;-6.340106111;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2446
2022;2447;Tymon Park Rd;;19/06/2017 08:36;53.292985;-6.342663889;[{'name': 'bac', 'routes': ['77A']}];Tymon Park Rd;Br Pháirc Thigh Mot;2447
2023;2448;Cashel Road;;19/06/2017 08:36;53.31924306;-6.304131111;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Cashel Road;Bóthar Chaisil;2448
2024;2449;Armagh Road;;19/06/2017 08:36;53.32097694;-6.305061944;[{'name': 'bac', 'routes': ['17']}];Armagh Road;Bóthar Ard Mhacha;2449
2025;2450;Armagh Road;;19/06/2017 08:36;53.32022389;-6.30766;[{'name': 'bac', 'routes': ['17', '18', '83', '83A']}];Armagh Road;Bóthar Ard Mhacha;2450
2026;2451;St. Agnes Park;;19/06/2017 08:36;53.31920194;-6.314321944;[{'name': 'bac', 'routes': ['17']}];St. Agnes Park;Páirc San Aignéas;2451
2027;2452;St. Peter's Road;;19/06/2017 08:36;53.316145;-6.332013056;[{'name': 'bac', 'routes': ['9']}];St. Peter's Road;Bóthar Pheadair;2452
2028;2453;St. Peter's Road;;19/06/2017 08:36;53.31482306;-6.330511111;[{'name': 'bac', 'routes': ['9']}];St. Peter's Road;Bóthar Pheadair;2453
2029;2454;St. James's Road;;19/06/2017 08:36;53.31263889;-6.331993056;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2454
2030;2455;St. James's Road;;19/06/2017 08:36;53.31164;-6.337218889;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2455
2031;2456;St. James's Road;;19/06/2017 08:36;53.31002694;-6.339655;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2456
2032;2457;St. James's Road;;19/06/2017 08:36;53.30727611;-6.337078889;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2457
2033;2458;St. James's Road;;19/06/2017 08:36;53.307185;-6.337166111;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2458
2034;2459;St. James's Road;;19/06/2017 08:36;53.31035806;-6.339451111;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2459
2035;2460;St. James's Road;;19/06/2017 08:36;53.31218694;-6.33655;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2460
2036;2461;St. James's Road;;19/06/2017 08:36;53.31274;-6.332625;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2461
2037;2462;St. James's Road;;19/06/2017 08:36;53.31389111;-6.330135;[{'name': 'bac', 'routes': ['9']}];St. James's Road;Bóthar San Séamas;2462
2038;2463;St. Peter's Road;;19/06/2017 08:36;53.3153;-6.331171944;[{'name': 'bac', 'routes': ['9']}];St. Peter's Road;Bóthar Pheadair;2463
2039;2464;St. Agnes Park;;19/06/2017 08:36;53.31951;-6.313008889;[{'name': 'bac', 'routes': ['17', '18']}];St. Agnes Park;Páirc San Aignéas;2464
2040;2465;Armagh Road;;19/06/2017 08:36;53.31997889;-6.308921111;[{'name': 'bac', 'routes': ['18', '17', '83A', '83']}];Armagh Road;Bóthar Ard Mhacha;2465
2041;2466;Armagh Road;;19/06/2017 08:36;53.32065306;-6.306431111;[{'name': 'bac', 'routes': ['83', '83A', '17', '18']}];Armagh Road;Bóthar Ard Mhacha;2466
2042;2467;Cashel Road;;19/06/2017 08:36;53.31923194;-6.303915;[{'name': 'bac', 'routes': ['18', '83A', '83']}];Cashel Road;Bóthar Chaisil;2467
2043;2468;Blanchardstown Rd;;19/06/2017 08:36;53.40435611;-6.373043056;[{'name': 'bac', 'routes': ['238', '220', '38A', '38']}];Blanchardstown Rd;Br Bhaile Bhlainséi;2468
2044;2471;Larkfield Pk;;19/06/2017 08:36;53.31878694;-6.289146111;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Larkfield Pk;Pc Ghort na Fuiseoi;2471
2045;2472;Clareville Road;;19/06/2017 08:36;53.317675;-6.28559;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Clareville Road;Bóthar Clareville;2472
2046;2473;Clareville Road;;19/06/2017 08:36;53.31789611;-6.283463056;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Clareville Road;Bóthar Clareville;2473
2047;2474;Clareville Road;;19/06/2017 08:36;53.31869694;-6.281953889;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Clareville Road;Bóthar Clareville;2474
2048;2475;Kenilworth Park;;19/06/2017 08:36;53.31886194;-6.280073056;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Kenilworth Park;Páirc Kenilworth;2475
2049;2476;Kenilworth Square;;19/06/2017 08:36;53.319035;-6.277633889;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Kenilworth Square;Cearnóg Kenilworth;2476
2050;2477;Kenilworth Road;;19/06/2017 08:36;53.31985806;-6.274343889;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Kenilworth Road;Bóthar Kenilworth;2477
2051;2478;Grosvenor Road;;19/06/2017 08:36;53.32053389;-6.269726111;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Grosvenor Road;Bóthar Grosvenor;2478
2052;2479;Grosvenor Road;;19/06/2017 08:36;53.32023694;-6.270226944;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Grosvenor Road;Bóthar Grosvenor;2479
2053;2480;Kenilworth Road;;19/06/2017 08:36;53.31958694;-6.274348889;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Kenilworth Road;Bóthar Kenilworth;2480
2054;2481;Kenilworth Square;;19/06/2017 08:36;53.31873611;-6.27808;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Kenilworth Square;Cearnóg Kenilworth;2481
2055;2482;Clareville Road;;19/06/2017 08:36;53.31891806;-6.281388889;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Clareville Road;Bóthar Clareville;2482
2056;2483;Clareville Road;;19/06/2017 08:36;53.31757194;-6.284973889;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Clareville Road;Bóthar Clareville;2483
2057;2484;Larkfield Pk;;19/06/2017 08:36;53.31853889;-6.289141111;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Larkfield Pk;Pc Ghort na Fuiseoi;2484
2058;2485;Sundrive Road;;19/06/2017 08:36;53.31978611;-6.291321111;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Sundrive Road;Bóthar Ghrianréime;2485
2059;2486;Sundrive Road;;19/06/2017 08:36;53.32107111;-6.293111944;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Sundrive Road;Bóthar Ghrianréime;2486
2060;2487;Stannaway Rd;;19/06/2017 08:36;53.32180889;-6.295275;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Stannaway Rd;Br Bhóthar na gCloc;2487
2061;2488;Stannaway Rd;;19/06/2017 08:36;53.32035389;-6.298706111;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Stannaway Rd;Br Bhóthar na gCloc;2488
2062;2489;Stannaway Rd;;19/06/2017 08:36;53.31956889;-6.300426944;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Stannaway Rd;Br Bhóthar na gCloc;2489
2063;2490;Captain's Road;;19/06/2017 08:36;53.31953889;-6.309456111;[{'name': 'bac', 'routes': ['83A', '83']}];Captain's Road;Bóthar an Chaptaein;2490
2064;2491;Captain's Road;;19/06/2017 08:36;53.31802611;-6.308196944;[{'name': 'bac', 'routes': ['83', '83A']}];Captain's Road;Bóthar an Chaptaein;2491
2065;2492;Stannaway Ave;;19/06/2017 08:36;53.31629889;-6.307868056;[{'name': 'bac', 'routes': ['83A', '83']}];Stannaway Ave;Asc Bhóthar na gClo;2492
2066;2493;Captain's Road;;19/06/2017 08:36;53.31832111;-6.308626944;[{'name': 'bac', 'routes': ['83', '83A']}];Captain's Road;Bóthar an Chaptaein;2493
2067;2494;Stannaway Rd;;19/06/2017 08:36;53.319645;-6.300561944;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Stannaway Rd;Br Bhóthar na gCloc;2494
2068;2495;Stannaway Rd;;19/06/2017 08:36;53.32124306;-6.296821111;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Stannaway Rd;Br Bhóthar na gCloc;2495
2069;2496;Sundrive Road;;19/06/2017 08:36;53.32200306;-6.2939;[{'name': 'bac', 'routes': ['83A', '83', '18']}];Sundrive Road;Bóthar Ghrianréime;2496
2070;2497;Sundrive Road;;19/06/2017 08:36;53.32032389;-6.291883889;[{'name': 'bac', 'routes': ['18', '83', '83A']}];Sundrive Road;Bóthar Ghrianréime;2497
2071;2498;Custom House Quay;;19/06/2017 08:36;53.34824306;-6.250095;[{'name': 'bac', 'routes': ['15A', '15B', '151', '142', '33X', '41X']}];Custom House Quay;Cé Theach an Chusta;2498
2072;2499;Custom House Quay;;19/06/2017 08:36;53.34806389;-6.247145;[{'name': 'bac', 'routes': ['41X', '33X', '747', '757', '142', '151', '15B', '15A']}];Custom House Quay;Cé Theach an Chusta;2499
2073;2500;North Wall Quay;;19/06/2017 08:36;53.347755;-6.242365;[{'name': 'bac', 'routes': ['151', '142', '33X', '41X']}];North Wall Quay;Cé an Phoirt Tdh;2500
2074;2501;North Wall Quay;;19/06/2017 08:36;53.34737306;-6.236341944;[{'name': 'bac', 'routes': ['41X', '33X', '757', '747', '142', '151']}];North Wall Quay;Cé an Phoirt Tdh;2501
2075;2508;East Wall Rd;;19/06/2017 08:36;53.35285889;-6.225801944;[{'name': 'bac', 'routes': ['151', '53']}];East Wall Rd;Br an Phoirt Thoir;2508
2076;2510;Ballycoolin Rd;;19/06/2017 08:36;53.402285;-6.355696111;[{'name': 'bac', 'routes': ['40D', '220', '17A']}];Ballycoolin Rd;Br Bhaile Cúlann;2510
2077;2515;Firhouse Rd;;19/06/2017 08:36;53.29135;-6.312826111;[{'name': 'bac', 'routes': ['49', '75']}];Firhouse Rd;Br Theach na Giúise;2515
2078;2516;Firhouse Rd;;19/06/2017 08:36;53.29024111;-6.315471944;[{'name': 'bac', 'routes': ['75', '65B', '49']}];Firhouse Rd;Br Theach na Giúise;2516
2079;2517;Firhouse Rd;;19/06/2017 08:36;53.28921389;-6.319751111;[{'name': 'bac', 'routes': ['49', '65B', '75']}];Firhouse Rd;Br Theach na Giúise;2517
2080;2518;Firhouse Rd;;19/06/2017 08:36;53.28860111;-6.324343056;[{'name': 'bac', 'routes': ['75', '65B', '49']}];Firhouse Rd;Br Theach na Giúise;2518
2081;2520;Firhouse Rd;;19/06/2017 08:36;53.28607194;-6.332633889;[{'name': 'bac', 'routes': ['75']}];Firhouse Rd;Br Theach na Giúise;2520
2082;2521;Firhouse Rd;;19/06/2017 08:36;53.28471611;-6.335883056;[{'name': 'bac', 'routes': ['75']}];Firhouse Rd;Br Theach na Giúise;2521
2083;2522;Firhouse Rd;;19/06/2017 08:36;53.28139806;-6.342368889;[{'name': 'bac', 'routes': ['75', '49']}];Firhouse Rd;Br Theach na Giúise;2522
2084;2523;Firhouse Rd;;19/06/2017 08:36;53.27707611;-6.34875;[{'name': 'bac', 'routes': ['49', '75']}];Firhouse Rd;Br Theach na Giúise;2523
2085;2524;Firhouse Rd;;19/06/2017 08:36;53.27836806;-6.346873889;[{'name': 'bac', 'routes': ['75', '49']}];Firhouse Rd;Br Theach na Giúise;2524
2086;2532;Old Bawn Rd;;19/06/2017 08:36;53.275615;-6.354461111;[{'name': 'bac', 'routes': ['49', '75', '65B']}];Old Bawn Rd;Br an tSeanbhábhúin;2532
2087;2533;Old Bawn Rd;;19/06/2017 08:36;53.27756;-6.357658056;[{'name': 'bac', 'routes': ['75']}];Old Bawn Rd;Br an tSeanbhábhúin;2533
2088;2534;Old Bawn Rd;;19/06/2017 08:36;53.278925;-6.358301111;[{'name': 'bac', 'routes': ['75']}];Old Bawn Rd;Br an tSeanbhábhúin;2534
